PolicyNumber,CustomerId,DateOfLoss,ClaimReceivedDate,ClaimCause,TotalPaidToDate,Deductible,County,State,EquipmentYear,PolicyEffectiveDate
P-4214-2022,3530,2022-06-07,2023-03-09,Lightning-Irr,4714.32,2500,Chase,NE,2000,2022-04-21
P-4823-2022,790,2022-06-06,2022-06-07,Wind-Irr,85600,1000,Franklin,NE,2004,2021-07-11
P-3978-2022,3188,2022-06-06,2022-06-07,Wind-Irr,121698.67,1000,Kearney,NE,2005,2022-02-07
P-5593-2022,2617,2022-06-06,2022-06-07,Wind-Irr,75394.66,2500,Kearney,NE,2012,2022-05-17
P-3137-2022,2681,2022-06-06,2022-06-07,Wind-Irr,92110.63,1000,Kearney,NE,2011,2022-05-16
P-3361-2022,4748,2022-06-06,2022-06-08,Wind-Irr,56500,1000,Buffalo,NE,0,2021-11-20
P-5469-2022,1102,2022-06-06,2022-06-07,Wind-Irr,99891.68,2500,Buffalo,NE,2004,2022-02-25
P-2124-2022,2894,2022-06-06,2022-06-14,Wind-Irr,44505,1000,Haskell,KS,1994,2021-07-21
P-1382-2022,3202,2022-06-06,2022-06-14,Wind-Irr,2048.54,1000,Pawnee,KS,2019,2021-06-20
P-2400-2022,2012,2022-06-06,2022-07-11,Wind-Irr,17823.74,1000,Buffalo,NE,0,2021-10-12
P-2078-2022,4944,2022-06-06,2022-10-17,Lightning-Irr,3393.99,1000,Lincoln,NE,1992,2022-08-10
P-3957-2022,4269,2022-06-04,2022-06-07,Claim Denied,0,2500,Yuma,CO,1999,2021-12-22
P-2039-2022,4801,2022-06-04,2022-06-09,Wind-Irr,64999.33,1000,Sheridan,KS,1989,2021-07-02
P-4246-2022,1909,2022-06-04,2022-07-05,Wind-Irr,4145.19,1000,Bailey,TX,1984,2022-06-11
P-2495-2022,3390,2022-06-04,2022-07-18,Lightning-Irr,2785,1000,Red Willow,NE,2004,2021-07-31
P-3842-2022,3836,2022-06-03,2022-06-06,Wind-Irr,28346.74,1000,Gaines,TX,1985,2022-05-18
P-477-2022,58,2022-06-03,2022-06-06,Lightning-Irr,76892.5,1000,Dawson,TX,0,2021-12-29
P-5083-2022,4132,2022-06-03,2022-06-10,Wind-Irr,7344.95,2500,Darlington,SC,2022,2021-11-11
P-5234-2022,5027,2022-06-03,2022-06-10,Lightning-Irr,15051.5,1000,Yuma,CO,1998,2021-06-13
P-4313-2022,3016,2022-06-03,2022-06-10,Wind-Irr,12062.14,1000,Darlington,SC,2012,2021-11-21
P-1251-2022,3769,2022-06-02,2022-06-27,Wind-Irr,17792.59,2500,Meade,KS,2002,2022-03-19
P-3234-2022,4671,2022-06-01,2022-06-13,Lightning-Irr,659.64,1000,Crosby,TX,1997,2022-01-14
P-2972-2022,3029,2022-05-31,2022-06-02,Wind-Irr,163384,1000,Jackson,OK,2021,2022-04-02
P-1612-2022,277,2022-05-31,2022-06-08,Wind-Irr,93680,1000,Merrick,NE,0,2021-12-11
P-2374-2022,1568,2022-05-31,2022-06-15,Lightning-Irr,12752.45,1000,Tattnall,GA,2000,2021-09-07
P-2832-2022,2492,2022-05-30,2022-05-31,Wind-Irr,85005,1000,Holt,NE,0,2022-03-20
P-1012-2022,186,2022-05-30,2022-05-31,Wind-Irr,70910.54,1000,Swift,MN,2016,2021-07-02
P-2950-2022,2318,2022-05-30,2022-06-01,Wind-Irr,178498.87,2500,Stevens,MN,1983,2021-09-01
P-1232-2022,1021,2022-05-30,2022-06-02,Wind-Irr,83500,1000,Sheridan,KS,1977,2022-03-30
P-3877-2022,5375,2022-05-30,2022-06-17,Wind-Irr,49542,1000,Wilbarger,TX,1994,2022-06-03
P-4162-2022,3395,2022-05-30,2022-06-21,Lightning-Irr,12537.73,1000,Sedgwick,KS,0,2021-10-27
P-1156-2022,2065,2022-05-30,2022-06-22,Lightning-Irr,3533.67,1000,Pierce,NE,1991,2022-05-18
P-605-2022,2956,2022-05-24,2022-06-02,Lightning-Irr,4755.4,1000,Lincoln,NE,1976,2021-08-10
P-2576-2022,1063,2022-05-24,2022-07-07,Lightning-Irr,5284,1000,Merrick,NE,2014,2021-12-08
P-2365-2022,1787,2022-05-23,2022-05-31,Lightning-Irr,11203.79,1000,Worth,GA,0,2021-06-15
P-5057-2022,5192,2022-05-20,2022-05-25,Collision-Irr,9690,1000,Seminole,GA,2012,2021-07-22
P-2815-2022,858,2022-05-20,2022-05-31,Wind-Irr,22127,1000,Dawson,NE,2015,2022-03-23
P-2644-2022,5331,2022-05-19,2022-05-25,Wind-Irr,14439.81,1000,Keith,NE,1988,2021-12-02
P-269-2022,3323,2022-05-17,2022-05-20,Wind-Irr,30865.66,1000,Wabaunsee,KS,1998,2022-03-04
P-2576-2022,1063,2022-05-17,2022-06-21,Lightning-Irr,15071.05,1000,Merrick,NE,2014,2021-12-08
P-2887-2022,3000,2022-05-16,2022-05-17,Wind-Irr,20753.52,5000,Lee,SC,1999,2022-03-20
P-2722-2022,960,2022-05-16,2022-05-17,Wind-Irr,90000,1000,Floyd,TX,1998,2021-06-26
P-4991-2022,5181,2022-05-14,2022-06-02,Lightning-Irr,32255.35,2500,Clarendon,SC,2017,2022-02-12
P-5149-2022,606,2022-05-13,2022-05-16,M&E-Irr,61876.65,1000,Adams,NE,2007,2021-11-04
P-983-2022,3371,2022-05-12,2022-05-13,Wind-Irr,90505,1000,Lincoln,NE,2003,2022-04-29
P-4319-2022,201,2022-05-12,2022-05-13,Wind-Irr,74456.99,2500,Grant,SD,1995,2021-07-01
P-675-2022,4841,2022-05-12,2022-05-13,Wind-Irr,58502.39,2500,Holt,NE,2003,2022-02-14
P-4384-2022,898,2022-05-12,2022-05-13,Wind-Irr,295500,1000,Colfax,NE,2009,2022-02-12
P-2187-2022,1356,2022-05-12,2022-05-13,Wind-Irr,166920,1000,Colfax,NE,2004,2022-02-22
P-3406-2022,2678,2022-05-12,2022-05-13,Wind-Irr,73189.61,1000,Clay,NE,2004,2022-01-03
P-2740-2022,1379,2022-05-12,2022-05-13,Wind-Irr,104805.17,1000,Clay,NE,1987,2022-02-06
P-4769-2022,2418,2022-05-12,2022-05-13,Wind-Irr,35696,1000,Clay,NE,2013,2022-04-30
P-2937-2022,2014,2022-05-12,2022-05-13,Wind-Irr,69000,1000,Clay,NE,2011,2022-02-21
P-4604-2022,4916,2022-05-12,2022-05-13,Wind-Irr,19941,1000,Fillmore,NE,1979,2021-12-06
P-4599-2022,2046,2022-05-12,2022-05-13,Wind-Irr,49371,1000,Burt,NE,2020,2022-04-01
P-5550-2022,4445,2022-05-12,2022-05-13,Wind-Irr,101300,1000,Pierce,NE,2006,2022-05-08
P-1207-2022,1899,2022-05-12,2022-05-15,Wind-Irr,54181.24,1000,Fillmore,NE,2005,2021-05-28
P-4825-2022,5156,2022-05-12,2022-05-14,Wind-Irr,95062.5,1000,Fillmore,NE,1981,2021-05-22
P-3667-2022,5111,2022-05-12,2022-05-13,Wind-Irr,12544,2500,Burt,NE,0,2021-10-01
P-4296-2022,976,2022-05-12,2022-05-13,Wind-Irr,69550,1000,Antelope,NE,1977,2022-04-05
P-3992-2022,50,2022-05-12,2022-05-13,Wind-Irr,87267.61,1000,Antelope,NE,1998,2021-07-20
P-587-2022,3454,2022-05-12,2022-05-13,Wind-Irr,36536.42,1000,Clay,NE,1985,2021-12-31
P-2073-2022,2394,2022-05-12,2022-05-14,Wind-Irr,54167.6,1000,York,NE,1990,2021-06-27
P-1942-2022,3290,2022-05-12,2022-05-13,Claim Withdrawn,0,1000,Wheeler,NE,2013,2021-05-15
P-2978-2022,3645,2022-05-12,2022-05-13,Wind-Irr,84943.52,1000,Wheeler,NE,2012,2021-05-15
P-1863-2022,2622,2022-05-12,2022-05-13,Wind-Irr,41632.71,1000,Fillmore,NE,2018,2022-05-01
P-1754-2022,637,2022-05-12,2022-05-13,Wind-Irr,47770.61,2500,Hamilton,NE,2017,2022-03-05
P-4136-2022,2440,2022-05-12,2022-05-13,Wind-Irr,39677.4,1000,Garfield,NE,2011,2022-05-09
P-3327-2022,2490,2022-05-12,2022-05-13,Wind-Irr,93070,1000,Holt,NE,2007,2022-04-13
P-1002-2022,3860,2022-05-12,2022-05-13,Wind-Irr,69200,1000,Butler,NE,0,2021-12-20
P-2477-2022,1332,2022-05-12,2022-05-13,Wind-Irr,13030.12,1000,Pierce,NE,0,2022-05-01
P-3847-2022,704,2022-05-12,2022-05-16,Wind-Irr,100870,1000,Holt,NE,2013,2022-01-19
P-4722-2022,4274,2022-05-12,2022-05-13,Wind-Irr,67700,1000,Fillmore,NE,1976,2022-04-08
P-2242-2022,2605,2022-05-12,2022-05-13,Wind-Irr,63380,1000,Colfax,NE,0,2022-04-11
P-2584-2022,4537,2022-05-12,2022-05-17,Wind-Irr,80920,2500,Pope,MN,1992,2021-06-03
P-5610-2022,519,2022-05-12,2022-05-17,Wind-Irr,33962,5000,Fillmore,NE,2012,2022-05-15
P-2450-2022,4877,2022-05-12,2022-05-13,Wind-Irr,28452.74,1000,Valley,NE,1998,2021-10-01
P-3388-2022,1138,2022-05-12,2022-05-17,Wind-Irr,231632.23,1000,Pope,MN,1980,2022-05-01
P-281-2022,1703,2022-05-12,2022-05-17,Wind-Irr,98887.66,5000,Turner,SD,1990,2022-04-01
P-2681-2022,2636,2022-05-12,2022-05-17,Wind-Irr,95730.55,1000,Stevens,MN,2015,2022-05-10
P-5280-2022,4491,2022-05-12,2022-05-17,Wind-Irr,198904.27,1000,Hutchinson,SD,2010,2022-03-22
P-2950-2022,2318,2022-05-12,2022-05-17,Wind-Irr,596367.77,2500,Pope,MN,2021,2021-09-01
P-3958-2022,1525,2022-05-12,2022-05-17,Wind-Irr,7282.78,1000,Pope,MN,2011,2022-04-03
P-1791-2022,4275,2022-05-12,2022-05-17,Wind-Irr,273140.64,1000,Hamilton,NE,1996,2021-06-22
P-1842-2022,3420,2022-05-12,2022-05-19,Wind-Irr,67523.68,1000,Swift,MN,2012,2022-04-15
P-2178-2022,1818,2022-05-12,2022-05-19,Wind-Irr,85758.32,2500,Moody,SD,2006,2021-06-25
P-5573-2022,2349,2022-05-12,2022-06-01,Wind-Irr,12078.89,1000,Howard,NE,0,2022-04-16
P-145-2022,4236,2022-05-12,2022-06-08,Lightning-Irr,5106,2500,Fillmore,NE,2015,2022-01-19
P-5580-2022,5330,2022-05-12,2022-07-08,Wind-Irr,4888.4,1000,Clay,NE,0,2021-11-08
P-5320-2022,2028,2022-05-11,2022-05-16,Wind-Irr,88240,1000,Union,SD,2010,2022-01-02
P-4416-2022,2563,2022-05-10,2022-05-11,Wind-Irr,81865,5000,Ford,KS,1999,2021-09-27
P-4622-2022,2008,2022-05-10,2022-05-13,Wind-Irr,101560,2500,Lamb,TX,2011,2022-03-22
P-3577-2022,2941,2022-05-10,2022-09-22,M&E-Irr,10269.74,1000,Hall,TX,2001,2022-09-15
P-5159-2022,4030,2022-05-08,2022-06-09,Wind-Irr,9240.39,2500,Scott,KS,1994,2021-07-01
P-1175-2022,1547,2022-05-07,2022-05-09,Wind-Irr,42500,2500,Seward,KS,2002,2022-02-14
P-4154-2022,3726,2022-05-06,2022-05-09,Collapse-Irr,7422.77,1000,Gray,KS,2001,2022-02-25
P-538-2022,3691,2022-05-05,2022-05-09,Claim Withdrawn,0,1000,null,null,null,2021-06-01
P-3632-2022,2696,2022-05-05,2022-05-09,M&E-Irr,81411.11,1000,Sherman,NE,2004,2022-03-11
P-5269-2022,2614,2022-05-04,2022-06-21,Lightning-Irr,10068.46,1000,Reno,KS,2007,2022-05-06
P-4748-2022,1694,2022-05-03,2022-06-10,Wind-Irr,205182.45,10000,Sumter,SC,2003,2022-04-28
P-2431-2022,3521,2022-05-02,2022-05-10,Claim Withdrawn,0,2500,Gove,KS,2019,2021-10-23
P-5046-2022,4136,2022-05-01,2022-05-02,Wind-Irr,70000,1000,Roberts,TX,2002,2021-06-29
P-2521-2022,4086,2022-05-01,2022-05-02,Wind-Irr,199891.87,1000,Hamilton,KS,2006,2021-06-14
P-3773-2022,3590,2022-05-01,2022-05-02,Wind-Irr,90950,2500,Prowers,CO,2009,2021-09-01
P-4099-2022,1037,2022-05-01,2022-05-03,Wind-Irr,44680.63,5000,Sherman,TX,2003,2022-02-18
P-1748-2022,5282,2022-05-01,2022-05-20,M&E-Irr,9528.8,1000,Hartley,TX,1995,2021-11-14
P-4733-2022,2917,2022-04-30,2022-05-03,Wind-Irr,2075,1000,Custer,NE,1982,2021-06-12
P-2555-2022,4867,2022-04-29,2022-05-02,Wind-Irr,96800,1000,Thayer,NE,1986,2021-05-04
P-5037-2022,2178,2022-04-29,2022-05-02,Wind-Irr,48382.46,1000,Pottawatomie,KS,1990,2022-03-04
P-269-2022,3323,2022-04-29,2022-05-02,Wind-Irr,18801.16,1000,Wabaunsee,KS,1998,2022-03-04
P-3555-2022,1011,2022-04-29,2022-05-02,Wind-Irr,41899.14,5000,Fillmore,NE,2014,2022-03-01
P-4746-2022,600,2022-04-29,2022-05-02,Wind-Irr,68969.81,1000,Fillmore,NE,2005,2022-03-31
P-3352-2022,2294,2022-04-29,2022-05-03,Wind-Irr,110133.88,1000,Adams,NE,1998,2021-08-11
P-5415-2022,4587,2022-04-29,2022-05-02,Wind-Irr,5882.37,1000,Adams,NE,0,2021-05-05
P-1602-2022,4009,2022-04-29,2022-05-02,Wind-Irr,54000,1000,Dodge,NE,1981,2021-06-18
P-180-2022,5329,2022-04-29,2022-05-02,Wind-Irr,165337.08,2500,Kearney,NE,2006,2021-06-16
P-934-2022,711,2022-04-29,2022-05-02,Wind-Irr,339982.64,1000,Nuckolls,NE,2013,2022-03-24
P-3903-2022,1856,2022-04-29,2022-05-02,Wind-Irr,40060,2500,Jackson,KS,1985,2021-05-26
P-4349-2022,1428,2022-04-29,2022-05-02,Wind-Irr,66302.24,1000,York,NE,2015,2021-10-23
P-2167-2022,2855,2022-04-29,2022-05-02,Wind-Irr,81625,1000,Johnson,NE,2009,2021-06-21
P-4419-2022,2865,2022-04-29,2022-05-02,Wind-Irr,230501.95,1000,Nuckolls,NE,2017,2022-04-27
P-5344-2022,1032,2022-04-29,2022-05-02,Wind-Irr,15078.58,1000,Fillmore,NE,1994,2022-04-20
P-2223-2022,4182,2022-04-29,2022-05-02,Wind-Irr,105000,1000,Thayer,NE,0,2021-06-05
P-111-2022,284,2022-04-29,2022-05-02,Wind-Irr,60500,1000,Hall,NE,2013,2022-04-16
P-818-2022,995,2022-04-29,2022-05-02,Wind-Irr,25097.65,1000,Pawnee,NE,1993,2022-04-18
P-1411-2022,1465,2022-04-29,2022-05-02,Wind-Irr,30910.82,1000,Nuckolls,NE,2013,2021-05-07
P-4825-2022,5156,2022-04-29,2022-05-02,Wind-Irr,96900,1000,Fillmore,NE,2001,2021-05-22
P-3208-2022,5049,2022-04-29,2022-05-02,Wind-Irr,29482.45,1000,Fillmore,NE,1981,2021-05-29
P-1123-2022,1223,2022-04-29,2022-05-02,Wind-Irr,33132.38,1000,Adams,NE,0,2021-11-19
P-2445-2022,3858,2022-04-29,2022-05-02,Wind-Irr,84530,2500,Thayer,NE,1999,2021-11-01
P-145-2022,4236,2022-04-29,2022-05-02,Wind-Irr,525299.22,2500,Fillmore,NE,2015,2022-01-19
P-4767-2022,137,2022-04-29,2022-05-02,Wind-Irr,57264.09,1000,Clay,NE,1991,2022-01-10
P-1863-2022,2622,2022-04-29,2022-05-02,Wind-Irr,104517.87,1000,Fillmore,NE,0,2022-05-01
P-1629-2022,4011,2022-04-29,2022-05-03,Wind-Irr,308292.74,1000,Fillmore,NE,1980,2021-05-21
P-5263-2022,2204,2022-04-29,2022-05-03,Wind-Irr,208887.96,1000,Fillmore,NE,1998,2022-03-25
P-4722-2022,4274,2022-04-29,2022-05-03,Wind-Irr,180441.32,1000,Fillmore,NE,2007,2022-04-08
P-3949-2022,1306,2022-04-29,2022-05-02,Wind-Irr,169359.05,1000,Fillmore,NE,2013,2022-03-08
P-449-2022,4592,2022-04-29,2022-05-03,Wind-Irr,54942.34,1000,Clay,NE,2012,2022-04-01
P-4340-2022,1906,2022-04-29,2022-05-05,Wind-Irr,16891.03,1000,Fillmore,NE,1988,2021-08-06
P-5528-2022,3909,2022-04-29,2022-05-03,Wind-Irr,136545.8,1000,Fillmore,NE,0,2022-04-01
P-3553-2022,3192,2022-04-29,2022-05-05,Wind-Irr,56488.81,1000,Fillmore,NE,2013,2021-05-08
P-2051-2022,281,2022-04-29,2022-05-11,Wind-Irr,44044.74,1000,Fillmore,NE,1997,2021-05-15
P-4791-2022,3744,2022-04-29,2022-05-11,Fire-Irr,13186.16,1000,Clay,NE,0,2021-06-01
P-5047-2022,611,2022-04-29,2022-06-24,Lightning-Irr,480.05,1000,Thayer,NE,2001,2021-07-18
P-4448-2022,4077,2022-04-28,2022-05-09,Wind-Irr,36604.25,25000,Gray,KS,1950,2021-10-19
P-1031-2022,1278,2022-04-28,2022-05-09,Wind-Irr,39299.28,1000,Edwards,KS,0,2021-06-01
P-4657-2022,306,2022-04-28,2022-05-09,Claim Withdrawn,0,1000,Harlan,NE,2011,2021-06-21
P-4104-2022,3397,2022-04-28,2022-05-10,Wind-Irr,12482.87,2500,Grant,KS,1994,2022-04-05
P-4830-2022,4262,2022-04-28,2022-05-26,Wind-Irr,26301.72,5000,Stevens,KS,2008,2022-04-06
P-934-2022,711,2022-04-27,2022-06-22,Lightning-Irr,7542.77,1000,Nuckolls,NE,1996,2022-03-24
P-242-2022,3469,2022-04-26,2022-04-28,Wind-Irr,6665.89,1000,Harlan,NE,2017,2022-02-08
P-2042-2022,3309,2022-04-24,2022-04-27,M&E-Irr,37652.14,1000,Norton,KS,2001,2021-07-10
P-4890-2022,2794,2022-04-24,2022-04-25,Collapse-Irr,25413.57,1000,Pawnee,KS,2000,2021-10-01
P-880-2022,4553,2022-04-23,2022-04-26,Wind-Irr,14025.52,1000,Buffalo,NE,1976,2021-10-05
P-3313-2022,3973,2022-04-23,2022-05-10,Theft-Irr,3478.4,1000,Hall,NE,2006,2022-04-01
P-5230-2022,4133,2022-04-22,2022-04-22,Collision-Irr,44198.66,1000,Saline,NE,1985,2022-03-08
P-5333-2022,4174,2022-04-22,2022-04-25,Wind-Irr,66280,1000,Yuma,CO,1985,2021-11-22
P-4416-2022,2563,2022-04-22,2022-04-25,Wind-Irr,48988.83,5000,Ford,KS,2013,2021-09-27
P-2638-2022,5371,2022-04-22,2022-04-25,Wind-Irr,71583.29,1000,Sheridan,KS,1995,2021-08-27
P-3462-2022,4479,2022-04-22,2022-04-25,Wind-Irr,52265.54,1000,Stevens,KS,1996,2021-07-01
P-4235-2022,1038,2022-04-22,2022-04-26,Wind-Irr,211600,2500,Sheridan,KS,2011,2022-04-20
P-3872-2022,507,2022-04-22,2022-04-25,Wind-Irr,94685,2500,Keith,NE,1995,2021-07-25
P-4539-2022,3883,2022-04-22,2022-04-25,Wind-Irr,70000,1000,Keith,NE,1973,2021-05-23
P-3642-2022,5296,2022-04-22,2022-04-26,Wind-Irr,12323.47,2500,Meade,KS,1998,2022-04-06
P-5014-2022,1631,2022-04-22,2022-04-26,Wind-Irr,104730.82,1000,Sheridan,KS,1997,2021-09-20
P-14-2022,5251,2022-04-22,2022-04-26,Wind-Irr,92500,1000,Sheridan,KS,1996,2022-01-15
P-3183-2022,3875,2022-04-22,2022-04-26,Wind-Irr,78500,1000,Sheridan,KS,1974,2021-06-24
P-2410-2022,1025,2022-04-22,2022-04-26,Wind-Irr,45019.99,1000,Sheridan,KS,1993,2021-05-24
P-2815-2022,858,2022-04-22,2022-04-28,Wind-Irr,38210.95,1000,Dawson,NE,2015,2022-03-23
P-2668-2022,2170,2022-04-22,2022-05-11,Claim Denied,0,1000,null,null,null,2021-07-30
P-3309-2022,3531,2022-04-20,2022-04-22,Lightning-Irr,14078.51,1000,Lincoln,NE,2006,2021-07-05
P-5013-2022,1744,2022-04-19,2022-04-19,Collapse-Irr,63953.16,5000,Seward,KS,1996,2022-03-25
P-2109-2022,2715,2022-04-19,2022-04-19,M&E-Irr,7284.34,5000,Cochran,TX,0,2021-07-30
P-449-2022,4592,2022-04-19,2022-04-22,Wind-Irr,65403.76,1000,Fillmore,NE,2011,2022-04-01
P-5568-2022,847,2022-04-17,2022-04-19,Collision-Irr,35358.18,1000,Dawson,NE,0,2021-08-22
P-5181-2022,4947,2022-04-13,2022-04-14,Fire-Irr,44209,1000,Hall,TX,2022,2022-02-04
P-384-2022,1868,2022-04-12,2022-04-15,Wind-Irr,24843.42,1000,Gray,KS,2013,2022-03-12
P-5263-2022,2204,2022-04-12,2022-04-13,Wind-Irr,71226.85,1000,Fillmore,NE,2013,2022-03-25
P-2109-2022,2715,2022-04-12,2022-04-12,Wind-Irr,4776.75,1000,Cochran,TX,0,2021-07-30
P-3395-2022,1365,2022-04-12,2022-04-14,Wind-Irr,7800,1000,Ford,KS,1979,2021-07-05
P-4246-2022,1909,2022-04-12,2022-04-14,Wind-Irr,10261.6,1000,Bailey,TX,2000,2021-06-11
P-3292-2022,2123,2022-04-10,2022-04-11,Wind-Irr,49850,1000,Haskell,TX,1985,2021-10-01
P-1229-2022,4217,2022-04-09,2022-04-14,Wind-Irr,74470,1000,Haskell,TX,2017,2022-02-14
P-1748-2022,5282,2022-04-08,2022-04-12,M&E-Irr,12316.8,2500,Dallam,TX,2020,2021-11-14
P-3265-2022,725,2022-04-08,2022-04-12,Wind-Irr,33814.74,1000,Castro,TX,1984,2022-04-08
P-2073-2022,2394,2022-04-07,2022-04-08,Wind-Irr,36463.03,1000,York,NE,1990,2021-06-27
P-911-2022,2711,2022-04-07,2022-04-11,Fire-Irr,145571.74,1000,Gosper,NE,2014,2021-06-07
P-1748-2022,5282,2022-04-02,2022-04-04,M&E-Irr,37424.31,1000,Dallam,TX,1998,2021-11-14
P-3773-2022,3590,2022-04-01,2022-04-04,Lightning-Irr,435,2500,Prowers,CO,2015,2021-09-01
P-5559-2022,719,2022-03-30,2022-03-31,Claim Withdrawn,0,2500,Kearny,KS,1998,2021-07-31
P-1158-2022,3505,2022-03-29,2022-03-30,Wind-Irr,89358.11,1000,Lamb,TX,1995,2022-03-29
P-279-2022,2153,2022-03-29,2022-04-13,Claim Withdrawn,0,2500,Pawnee,KS,2001,2022-03-28
P-2628-2022,3018,2022-03-26,2022-03-28,Fire-Irr,81320,1000,Frontier,NE,1975,2021-08-28
P-163-2022,2804,2022-03-22,2022-03-29,M&E-Irr,29772.16,1000,Castro,TX,1977,2021-05-25
P-3547-2022,4193,2022-03-22,2022-03-31,Wind-Irr,15032.62,1000,Crosby,TX,1984,2021-06-26
P-3369-2022,86,2022-03-19,2022-03-21,Collision-Irr,42510.06,2500,Meade,KS,1997,2022-01-01
P-538-2022,3691,2022-03-17,2022-04-01,Theft-Irr,7785.2,1000,Dodge,NE,2015,2021-06-01
P-4986-2022,1284,2022-03-14,2022-09-12,Claim Denied,0,1000,Seward,KS,2003,2022-08-24
P-931-2022,365,2022-03-07,2022-03-07,Collapse-Irr,55048.66,5000,Crosby,TX,1996,2021-04-02
P-2011-2022,3829,2022-03-05,2022-03-07,Wind-Irr,44522.31,5000,Mason,IL,0,2021-11-18
P-2567-2022,1746,2022-03-03,2022-03-23,Wind-Irr,6536.5,1000,Terry,TX,2011,2021-07-10
P-4821-2022,5018,2022-02-28,2022-03-01,Fire-Irr,23991.14,1000,Edwards,KS,2021,2021-04-26
P-4732-2022,510,2022-02-23,2022-05-18,Claim Denied,0,1000,null,null,null,2022-02-23
P-4509-2022,5050,2022-02-22,2022-02-24,Wind-Irr,16900,1000,Gaines,TX,1995,2021-04-23
P-3975-2022,2425,2022-02-21,2022-04-18,Wind-Irr,19260,1000,Hemphill,TX,2006,2021-07-25
P-799-2022,400,2022-02-08,2022-02-14,Wind-Irr,122534.82,1000,Knox,TX,2010,2021-12-10
P-1694-2022,3450,2022-02-07,2022-02-16,M&E-Irr,17964.15,2500,Lamb,TX,1991,2021-04-24
P-196-2022,237,2022-02-06,2022-03-22,Theft-Irr,10502.43,1000,Clay,SD,2001,2021-05-17
P-2204-2022,1710,2022-01-24,2022-01-25,Theft-Irr,8380.5,10000,Clarendon,SC,2010,2021-06-20
P-3768-2022,2138,2022-01-19,2022-02-14,M&E-Irr,13257.5,1000,Hansford,TX,0,2021-12-01
P-3285-2022,4842,2022-01-05,2022-01-11,Wind-Irr,16940.84,2500,Campbell,SD,1999,2021-10-01
P-1748-2021,5282,2021-12-29,2022-01-01,Wind-Irr,33089.49,1000,Dallam,TX,1994,2021-11-14
P-5029-2021,5286,2021-12-18,2021-12-20,Wind-Irr,62422.78,1000,Lamb,TX,1985,2021-02-14
P-4771-2021,5123,2021-12-18,2022-02-14,Collision-Irr,28902.15,1000,Hudspeth,TX,2020,2021-06-23
P-4471-2021,2198,2021-12-15,2021-12-16,Wind-Irr,12860.89,1000,Polk,NE,1982,2021-12-15
P-3694-2021,3496,2021-12-15,2021-12-15,Wind-Irr,7969.94,1000,Buffalo,NE,2021,2021-03-01
P-5580-2021,5330,2021-12-15,2021-12-15,Wind-Irr,53834.87,1000,Clay,NE,0,2021-11-08
P-4575-2021,1353,2021-12-15,2021-12-15,Wind-Irr,119350.35,10000,Hamilton,NE,2011,2021-03-02
P-8-2021,3625,2021-12-15,2021-12-15,Wind-Irr,60000,1000,Adams,NE,2008,2021-05-25
P-3205-2021,3685,2021-12-15,2021-12-16,Wind-Irr,194180,1000,Hamilton,NE,2012,2021-07-02
P-2453-2021,722,2021-12-15,2021-12-16,Wind-Irr,18750.07,1000,Adams,NE,2008,2021-10-16
P-5336-2021,2241,2021-12-15,2021-12-16,Wind-Irr,80000,1000,Adams,NE,2003,2021-06-24
P-1413-2021,4432,2021-12-15,2021-12-16,Wind-Irr,85000,1000,Webster,NE,2005,2021-12-15
P-984-2021,4392,2021-12-15,2021-12-16,Wind-Irr,145585.92,1000,Clay,NE,2001,2021-03-14
P-3792-2021,1460,2021-12-15,2021-12-16,Wind-Irr,53449.05,1000,Hamilton,NE,0,2021-02-13
P-3550-2021,5306,2021-12-15,2021-12-16,Wind-Irr,214136,1000,Hodgeman,KS,1995,2021-05-24
P-4118-2021,4085,2021-12-15,2021-12-16,Wind-Irr,95000,5000,Pawnee,KS,1997,2021-03-13
P-1395-2021,366,2021-12-15,2021-12-16,Wind-Irr,35150.13,1000,Jefferson,NE,2011,2021-05-29
P-5630-2021,4234,2021-12-15,2021-12-16,Wind-Irr,79900,1000,Gage,NE,2017,2021-04-08
P-5588-2021,4881,2021-12-15,2021-12-16,Wind-Irr,70000,1000,Harrison,IA,2013,2021-02-11
P-5483-2021,1197,2021-12-15,2021-12-16,Wind-Irr,45140.78,1000,Adams,NE,2002,2021-04-25
P-5329-2021,4148,2021-12-15,2021-12-16,Wind-Irr,81763.48,2500,Hamilton,NE,1994,2021-04-01
P-4604-2021,4916,2021-12-15,2021-12-16,Wind-Irr,32156,1000,Fillmore,NE,1979,2021-12-06
P-4235-2021,1038,2021-12-15,2021-12-23,Wind-Irr,50000,2500,Sheridan,KS,2001,2021-04-20
P-2740-2021,1379,2021-12-15,2021-12-16,Wind-Irr,75180.3,1000,Clay,NE,2008,2021-02-06
P-342-2021,1939,2021-12-15,2021-12-16,Wind-Irr,9186.17,1000,Stevens,KS,1998,2021-04-24
P-2298-2021,3967,2021-12-15,2021-12-16,Wind-Irr,33823.43,1000,York,NE,2012,2021-01-25
P-4472-2021,2504,2021-12-15,2021-12-16,Wind-Irr,61798,1000,Saline,NE,2013,2021-04-01
P-717-2021,2605,2021-12-15,2021-12-16,Wind-Irr,22967.06,1000,Colfax,NE,0,2021-04-11
P-1314-2021,596,2021-12-15,2021-12-16,Wind-Irr,65216.83,1000,Fillmore,NE,0,2021-07-07
